id,date,taskorder,tasknumber,taskordernumber,geomtasktime,metatasktime,totaltime,correctgeom,correctmetadata,total_correct_elements,correct_buildings_geom,correct_buildings_meta,participant,task
811,2017-05-09 08:21:01.577451+00:00,"[4, 2, 3, 1]",3,2,69,47,116,4,4,8,"[2, 3, 4, 5]","[2, 3, 5, 6]","id: 598, experienced: True, age: 44","id: 3, title: Building geometry and metadata"
618,2017-05-05 12:15:43.871048+00:00,"[4, 1, 3, 2]",3,2,73,44,117,4,4,8,"[15, 16, 17, 19]","[15, 18, 19, 20]","id: 507, experienced: True, age: 22","id: 3, title: Building geometry and metadata"
505,2017-05-05 04:40:20.441645+00:00,"[4, 1, 2, 3]",3,3,66,54,120,5,3,8,"[9, 10, 11, 12, 14]","[9, 11, 13]","id: 450, experienced: True, age: 23","id: 3, title: Building geometry and metadata"
483,2017-05-04 15:32:42.168928+00:00,"[4, 1, 2, 3]",3,3,56,65,121,5,5,10,"[15, 16, 17, 18, 19]","[15, 16, 17, 19, 20]","id: 441, experienced: True, age: 22","id: 3, title: Building geometry and metadata"
664,2017-05-05 19:20:50.645535+00:00,"[4, 2, 3, 1]",3,2,72,50,122,4,5,9,"[10, 11, 12, 14]","[9, 10, 12, 13, 14]","id: 536, experienced: False, age: 22","id: 3, title: Building geometry and metadata"
692,2017-05-06 11:09:30.045814+00:00,"[4, 2, 1, 3]",3,3,68,54,122,6,6,12,"[15, 16, 17, 18, 19, 20]","[15, 16, 17, 18, 19, 20]","id: 549, experienced: True, age: 23","id: 3, title: Building geometry and metadata"
704,2017-05-06 17:00:37.372751+00:00,"[4, 1, 2, 3]",3,3,85,37,122,6,5,11,"[1, 2, 3, 4, 5, 6]","[1, 2, 3, 4, 5]","id: 552, experienced: False, age: 25","id: 3, title: Building geometry and metadata"
276,2017-05-03 12:33:40.456952+00:00,"[4, 3, 2, 1]",3,1,67,56,123,3,5,8,"[11, 12, 14]","[9, 10, 12, 13, 14]","id: 273, experienced: True, age: 31","id: 3, title: Building geometry and metadata"
675,2017-05-06 06:55:24.450464+00:00,"[4, 3, 2, 1]",3,1,81,43,124,5,6,11,"[10, 11, 12, 13, 14]","[9, 10, 11, 12, 13, 14]","id: 542, experienced: False, age: 22","id: 3, title: Building geometry and metadata"
187,2017-05-02 10:48:54.633157+00:00,"[4, 2, 3, 1]",3,2,85,39,124,3,6,9,"[10, 11, 14]","[9, 10, 11, 12, 13, 14]","id: 224, experienced: False, age: 24","id: 3, title: Building geometry and metadata"
198,2017-05-02 11:55:11.191116+00:00,"[4, 1, 2, 3]",3,3,68,56,124,5,6,11,"[9, 10, 11, 12, 14]","[9, 10, 11, 12, 13, 14]","id: 209, experienced: False, age: 24","id: 3, title: Building geometry and metadata"
752,2017-05-08 06:47:23.243297+00:00,"[4, 2, 3, 1]",3,2,90,36,126,6,5,11,"[1, 2, 3, 4, 5, 6]","[1, 2, 3, 4, 5]","id: 573, experienced: True, age: 30","id: 3, title: Building geometry and metadata"
444,2017-05-04 10:11:54.615857+00:00,"[4, 2, 3, 1]",3,2,82,44,126,4,4,8,"[2, 3, 4, 5]","[1, 2, 4, 5]","id: 420, experienced: False, age: 22","id: 3, title: Building geometry and metadata"
500,2017-05-04 21:50:33.195212+00:00,"[4, 2, 3, 1]",3,2,75,52,127,6,5,11,"[9, 10, 11, 12, 13, 14]","[9, 10, 11, 12, 13]","id: 448, experienced: True, age: 22","id: 3, title: Building geometry and metadata"
411,2017-05-04 05:30:17.854450+00:00,"[4, 2, 1, 3]",3,3,95,33,128,2,6,8,"[17, 19]","[15, 16, 17, 18, 19, 20]","id: 402, experienced: True, age: 39","id: 3, title: Building geometry and metadata"
271,2017-05-03 11:41:20.381027+00:00,"[4, 2, 1, 3]",3,3,86,43,129,4,3,7,"[10, 11, 12, 14]","[9, 10, 13]","id: 264, experienced: False, age: 25","id: 3, title: Building geometry and metadata"
792,2017-05-08 14:17:42.274407+00:00,"[4, 2, 3, 1]",3,2,77,52,129,6,6,12,"[15, 16, 17, 18, 19, 20]","[15, 16, 17, 18, 19, 20]","id: 592, experienced: True, age: 25","id: 3, title: Building geometry and metadata"
398,2017-05-03 21:15:57.542433+00:00,"[4, 3, 2, 1]",3,1,75,54,129,6,5,11,"[15, 16, 17, 18, 19, 20]","[15, 16, 17, 19, 20]","id: 389, experienced: False, age: 27","id: 3, title: Building geometry and metadata"
201,2017-05-02 13:47:44.183761+00:00,"[4, 1, 3, 2]",3,2,72,62,134,4,3,7,"[10, 11, 12, 14]","[9, 13, 14]","id: 227, experienced: False, age: 30","id: 3, title: Building geometry and metadata"
757,2017-05-08 08:42:13.747225+00:00,"[4, 3, 1, 2]",3,1,88,46,134,6,4,10,"[15, 16, 17, 18, 19, 20]","[16, 18, 19, 20]","id: 579, experienced: False, age: 19","id: 3, title: Building geometry and metadata"
464,2017-05-04 12:05:20.071040+00:00,"[4, 1, 3, 2]",3,2,68,67,135,5,3,8,"[15, 16, 17, 18, 19]","[17, 18, 20]","id: 428, experienced: True, age: 36","id: 3, title: Building geometry and metadata"
589,2017-05-05 10:53:31.025975+00:00,"[4, 2, 3, 1]",3,2,76,59,135,3,5,8,"[10, 11, 12]","[9, 11, 12, 13, 14]","id: 476, experienced: True, age: 46","id: 3, title: Building geometry and metadata"
186,2017-05-02 10:47:38.432350+00:00,"[4, 3, 2, 1]",3,1,90,46,136,6,5,11,"[15, 16, 17, 18, 19, 20]","[15, 17, 18, 19, 20]","id: 225, experienced: True, age: 25","id: 3, title: Building geometry and metadata"
713,2017-05-07 11:41:05.917661+00:00,"[4, 2, 3, 1]",3,2,48,88,136,5,5,10,"[15, 16, 17, 18, 19]","[15, 17, 18, 19, 20]","id: 559, experienced: False, age: 22","id: 3, title: Building geometry and metadata"
535,2017-05-05 07:47:24.059484+00:00,"[4, 1, 3, 2]",3,2,81,55,136,5,3,8,"[15, 16, 17, 19, 20]","[15, 18, 20]","id: 462, experienced: True, age: 39","id: 3, title: Building geometry and metadata"
497,2017-05-04 20:22:08.921739+00:00,"[4, 1, 2, 3]",3,3,63,74,137,4,5,9,"[10, 11, 12, 14]","[9, 10, 12, 13, 14]","id: 447, experienced: True, age: 23","id: 3, title: Building geometry and metadata"
568,2017-05-05 10:28:24.729599+00:00,"[4, 1, 3, 2]",3,2,84,55,139,4,5,9,"[15, 16, 17, 19]","[15, 17, 18, 19, 20]","id: 474, experienced: True, age: 45","id: 3, title: Building geometry and metadata"
413,2017-05-04 06:54:18.455165+00:00,"[4, 3, 1, 2]",3,1,74,66,140,6,3,9,"[15, 16, 17, 18, 19, 20]","[17, 19, 20]","id: 406, experienced: True, age: 34","id: 3, title: Building geometry and metadata"
164,2017-05-02 09:42:18.929792+00:00,"[4, 2, 3, 1]",3,2,95,46,141,4,4,8,"[15, 16, 17, 19]","[15, 18, 19, 20]","id: 210, experienced: False, age: 23","id: 3, title: Building geometry and metadata"
423,2017-05-04 07:26:01.251471+00:00,"[4, 1, 2, 3]",3,3,106,38,144,5,6,11,"[2, 3, 4, 5, 6]","[1, 2, 3, 4, 5, 6]","id: 408, experienced: True, age: 37","id: 3, title: Building geometry and metadata"
463,2017-05-04 12:03:06.379323+00:00,"[4, 1, 2, 3]",3,3,92,53,145,5,5,10,"[9, 10, 11, 12, 14]","[9, 10, 11, 12, 14]","id: 427, experienced: True, age: 22","id: 3, title: Building geometry and metadata"
725,2017-05-07 15:19:12.819848+00:00,"[4, 1, 3, 2]",3,2,102,48,150,5,5,10,"[15, 16, 17, 18, 19]","[15, 17, 18, 19, 20]","id: 562, experienced: True, age: 24","id: 3, title: Building geometry and metadata"
781,2017-05-08 11:11:51.289874+00:00,"[4, 1, 2, 3]",3,3,101,51,152,6,4,10,"[1, 2, 3, 4, 5, 6]","[1, 3, 4, 5]","id: 590, experienced: False, age: 31","id: 3, title: Building geometry and metadata"
403,2017-05-03 21:57:13.003321+00:00,"[4, 1, 2, 3]",3,3,124,29,153,6,6,12,"[15, 16, 17, 18, 19, 20]","[15, 16, 17, 18, 19, 20]","id: 391, experienced: True, age: 44","id: 3, title: Building geometry and metadata"
644,2017-05-05 13:57:08.416532+00:00,"[4, 3, 1, 2]",3,1,88,65,153,5,6,11,"[15, 16, 17, 18, 19]","[15, 16, 17, 18, 19, 20]","id: 521, experienced: False, age: 21","id: 3, title: Building geometry and metadata"
508,2017-05-05 06:31:05.824291+00:00,"[4, 3, 1, 2]",3,1,75,79,154,6,4,10,"[15, 16, 17, 18, 19, 20]","[15, 17, 18, 20]","id: 452, experienced: True, age: 38","id: 3, title: Building geometry and metadata"
472,2017-05-04 12:59:25.252009+00:00,"[4, 2, 1, 3]",3,3,94,60,154,5,5,10,"[9, 10, 11, 12, 14]","[9, 10, 12, 13, 14]","id: 430, experienced: False, age: 20","id: 3, title: Building geometry and metadata"
431,2017-05-04 09:10:46.239646+00:00,"[4, 1, 2, 3]",3,3,120,34,154,6,4,10,"[1, 2, 3, 4, 5, 6]","[1, 2, 3, 4]","id: 413, experienced: False, age: 52","id: 3, title: Building geometry and metadata"
471,2017-05-04 12:56:27.313285+00:00,"[4, 2, 3, 1]",3,2,106,48,154,4,6,10,"[15, 16, 17, 19]","[15, 16, 17, 18, 19, 20]","id: 431, experienced: False, age: 21","id: 3, title: Building geometry and metadata"
307,2017-05-03 15:10:30.784334+00:00,"[4, 3, 1, 2]",3,1,93,64,157,6,6,12,"[9, 10, 11, 12, 13, 14]","[9, 10, 11, 12, 13, 14]","id: 296, experienced: True, age: 43","id: 3, title: Building geometry and metadata"
336,2017-05-03 17:35:13.175004+00:00,"[4, 3, 2, 1]",3,1,95,62,157,6,4,10,"[1, 2, 3, 4, 5, 6]","[1, 3, 4, 6]","id: 337, experienced: False, age: 24","id: 3, title: Building geometry and metadata"
795,2017-05-08 16:43:08.928207+00:00,"[4, 3, 2, 1]",3,1,83,75,158,6,6,12,"[1, 2, 3, 4, 5, 6]","[1, 2, 3, 4, 5, 6]","id: 593, experienced: False, age: 21","id: 3, title: Building geometry and metadata"
