id,date,taskorder,tasknumber,taskordernumber,geomtasktime,metatasktime,totaltime,correctgeom,correctmetadata,total_correct_elements,correct_buildings_geom,correct_buildings_meta,participant,task
686,2017-05-06 10:17:16.122737+00:00,"[4, 2, 1, 3]",2,1,85,52,137,4,6,10,"[15, 17, 18, 19]","[15, 16, 17, 18, 19, 20]","id: 548, experienced: True, age: 22","id: 2, title: Building geometry and metadata"
171,2017-05-02 09:51:55.812117+00:00,"[4, 1, 3, 2]",2,3,75,62,137,5,5,10,"[1, 3, 4, 5, 6]","[1, 3, 4, 5, 6]","id: 215, experienced: False, age: 25","id: 2, title: Building geometry and metadata"
254,2017-05-03 10:43:48.649877+00:00,"[4, 3, 1, 2]",2,3,96,42,138,5,5,10,"[10, 11, 12, 13, 14]","[9, 10, 12, 13, 14]","id: 249, experienced: True, age: 23","id: 2, title: Building geometry and metadata"
683,2017-05-06 10:06:14.755922+00:00,"[4, 1, 2, 3]",2,2,81,57,138,6,6,12,"[15, 16, 17, 18, 19, 20]","[15, 16, 17, 18, 19, 20]","id: 547, experienced: True, age: 24","id: 2, title: Building geometry and metadata"
272,2017-05-03 11:42:14.161811+00:00,"[4, 3, 1, 2]",2,3,101,39,140,6,6,12,"[9, 10, 11, 12, 13, 14]","[9, 10, 11, 12, 13, 14]","id: 265, experienced: True, age: 49","id: 2, title: Building geometry and metadata"
791,2017-05-08 14:15:09.918510+00:00,"[4, 2, 3, 1]",2,1,82,58,140,5,6,11,"[9, 10, 11, 12, 14]","[9, 10, 11, 12, 13, 14]","id: 592, experienced: True, age: 25","id: 2, title: Building geometry and metadata"
740,2017-05-08 06:01:30.646521+00:00,"[4, 3, 2, 1]",2,2,91,51,142,5,4,9,"[1, 2, 3, 5, 6]","[1, 2, 4, 5]","id: 569, experienced: False, age: 47","id: 2, title: Building geometry and metadata"
315,2017-05-03 15:17:16.298134+00:00,"[4, 1, 2, 3]",2,2,90,52,142,4,4,8,"[10, 11, 12, 14]","[9, 12, 13, 14]","id: 298, experienced: True, age: 31","id: 2, title: Building geometry and metadata"
775,2017-05-08 10:29:29.107415+00:00,"[4, 3, 1, 2]",2,3,78,66,144,5,4,9,"[10, 11, 12, 13, 14]","[9, 10, 12, 13]","id: 588, experienced: False, age: 25","id: 2, title: Building geometry and metadata"
185,2017-05-02 10:46:27.202826+00:00,"[4, 2, 3, 1]",2,1,102,44,146,6,6,12,"[1, 2, 3, 4, 5, 6]","[1, 2, 3, 4, 5, 6]","id: 224, experienced: False, age: 24","id: 2, title: Building geometry and metadata"
776,2017-05-08 10:30:27.489030+00:00,"[4, 3, 2, 1]",2,2,92,54,146,5,6,11,"[15, 16, 17, 18, 19]","[15, 16, 17, 18, 19, 20]","id: 589, experienced: True, age: 52","id: 2, title: Building geometry and metadata"
690,2017-05-06 11:04:22.875587+00:00,"[4, 2, 1, 3]",2,1,73,74,147,5,6,11,"[9, 10, 11, 12, 14]","[9, 10, 11, 12, 13, 14]","id: 549, experienced: True, age: 23","id: 2, title: Building geometry and metadata"
461,2017-05-04 12:00:26.700462+00:00,"[4, 1, 2, 3]",2,2,73,75,148,6,6,12,"[15, 16, 17, 18, 19, 20]","[15, 16, 17, 18, 19, 20]","id: 427, experienced: True, age: 22","id: 2, title: Building geometry and metadata"
245,2017-05-03 10:16:05.917391+00:00,"[4, 3, 2, 1]",2,2,82,66,148,4,5,9,"[9, 10, 11, 12]","[9, 10, 12, 13, 14]","id: 250, experienced: True, age: 23","id: 2, title: Building geometry and metadata"
205,2017-05-03 07:18:41.303647+00:00,"[4, 2, 1, 3]",2,1,64,84,148,4,5,9,"[15, 16, 17, 19]","[15, 16, 18, 19, 20]","id: 230, experienced: True, age: 29","id: 2, title: Building geometry and metadata"
362,2017-05-03 19:04:05.081724+00:00,"[4, 1, 3, 2]",2,3,96,53,149,4,3,7,"[10, 11, 12, 13]","[11, 12, 14]","id: 355, experienced: True, age: 29","id: 2, title: Building geometry and metadata"
636,2017-05-05 13:33:19.070508+00:00,"[4, 2, 1, 3]",2,1,117,32,149,5,5,10,"[15, 16, 17, 18, 19]","[15, 17, 18, 19, 20]","id: 489, experienced: False, age: 24","id: 2, title: Building geometry and metadata"
735,2017-05-08 05:10:12.807494+00:00,"[4, 2, 1, 3]",2,1,82,69,151,3,5,8,"[2, 3, 5]","[1, 2, 3, 4, 5]","id: 566, experienced: False, age: 40","id: 2, title: Building geometry and metadata"
319,2017-05-03 15:44:53.847178+00:00,"[4, 3, 2, 1]",2,2,106,46,152,5,4,9,"[15, 16, 17, 19, 20]","[15, 16, 17, 19]","id: 303, experienced: False, age: 21","id: 2, title: Building geometry and metadata"
222,2017-05-03 08:00:11.720747+00:00,"[4, 3, 2, 1]",2,2,75,78,153,6,5,11,"[9, 10, 11, 12, 13, 14]","[9, 11, 12, 13, 14]","id: 238, experienced: True, age: 32","id: 2, title: Building geometry and metadata"
240,2017-05-03 09:54:33.693510+00:00,"[4, 2, 3, 1]",2,1,101,53,154,6,6,12,"[1, 2, 3, 4, 5, 6]","[1, 2, 3, 4, 5, 6]","id: 248, experienced: False, age: 24","id: 2, title: Building geometry and metadata"
614,2017-05-05 12:06:51.277707+00:00,"[4, 1, 2, 3]",2,2,101,54,155,5,4,9,"[2, 3, 4, 5, 6]","[1, 3, 4, 6]","id: 506, experienced: False, age: 27","id: 2, title: Building geometry and metadata"
591,2017-05-05 10:54:53.493710+00:00,"[4, 1, 3, 2]",2,3,115,41,156,6,6,12,"[1, 2, 3, 4, 5, 6]","[1, 2, 3, 4, 5, 6]","id: 482, experienced: False, age: 24","id: 2, title: Building geometry and metadata"
809,2017-05-09 08:18:29.450277+00:00,"[4, 2, 3, 1]",2,1,67,89,156,4,4,8,"[15, 16, 17, 19]","[15, 16, 17, 19]","id: 598, experienced: True, age: 44","id: 2, title: Building geometry and metadata"
726,2017-05-07 15:22:16.190309+00:00,"[4, 1, 3, 2]",2,3,98,58,156,5,6,11,"[10, 11, 12, 13, 14]","[9, 10, 11, 12, 13, 14]","id: 562, experienced: True, age: 24","id: 2, title: Building geometry and metadata"
197,2017-05-02 11:52:56.103682+00:00,"[4, 1, 2, 3]",2,2,76,81,157,5,4,9,"[15, 17, 18, 19, 20]","[15, 17, 18, 20]","id: 209, experienced: False, age: 24","id: 2, title: Building geometry and metadata"
267,2017-05-03 11:36:28.463463+00:00,"[4, 2, 1, 3]",2,1,97,61,158,5,4,9,"[2, 3, 4, 5, 6]","[1, 3, 4, 5]","id: 264, experienced: False, age: 25","id: 2, title: Building geometry and metadata"
395,2017-05-03 21:13:15.880896+00:00,"[4, 1, 3, 2]",2,3,112,47,159,2,5,7,"[10, 11]","[9, 10, 12, 13, 14]","id: 384, experienced: False, age: 25","id: 2, title: Building geometry and metadata"
465,2017-05-04 12:08:28.816603+00:00,"[4, 1, 3, 2]",2,3,79,80,159,6,2,8,"[9, 10, 11, 12, 13, 14]","[9, 12]","id: 428, experienced: True, age: 36","id: 2, title: Building geometry and metadata"
355,2017-05-03 18:44:34.282617+00:00,"[4, 3, 2, 1]",2,2,119,42,161,5,4,9,"[15, 16, 17, 19, 20]","[15, 17, 18, 20]","id: 351, experienced: True, age: 40","id: 2, title: Building geometry and metadata"
482,2017-05-04 15:30:25.986971+00:00,"[4, 1, 2, 3]",2,2,97,64,161,5,6,11,"[2, 3, 4, 5, 6]","[1, 2, 3, 4, 5, 6]","id: 441, experienced: True, age: 22","id: 2, title: Building geometry and metadata"
703,2017-05-06 16:58:15.482117+00:00,"[4, 1, 2, 3]",2,2,105,58,163,4,5,9,"[10, 11, 12, 14]","[9, 10, 12, 13, 14]","id: 552, experienced: False, age: 25","id: 2, title: Building geometry and metadata"
415,2017-05-04 07:00:22.979553+00:00,"[4, 3, 1, 2]",2,3,101,62,163,6,5,11,"[1, 2, 3, 4, 5, 6]","[1, 2, 3, 4, 5]","id: 406, experienced: True, age: 34","id: 2, title: Building geometry and metadata"
441,2017-05-04 10:09:24.411908+00:00,"[4, 2, 3, 1]",2,1,105,62,167,2,4,6,"[11, 12]","[9, 10, 12, 13]","id: 420, experienced: False, age: 22","id: 2, title: Building geometry and metadata"
700,2017-05-06 15:49:19.972596+00:00,"[4, 1, 3, 2]",2,3,131,37,168,6,5,11,"[15, 16, 17, 18, 19, 20]","[15, 17, 18, 19, 20]","id: 553, experienced: False, age: 21","id: 2, title: Building geometry and metadata"
712,2017-05-07 11:38:40.111600+00:00,"[4, 2, 3, 1]",2,1,72,100,172,6,5,11,"[1, 2, 3, 4, 5, 6]","[1, 2, 3, 4, 5]","id: 559, experienced: False, age: 22","id: 2, title: Building geometry and metadata"
537,2017-05-05 07:50:37.996845+00:00,"[4, 1, 3, 2]",2,3,125,49,174,5,3,8,"[1, 3, 4, 5, 6]","[1, 3, 4]","id: 462, experienced: True, age: 39","id: 2, title: Building geometry and metadata"
531,2017-05-05 07:43:29.337658+00:00,"[4, 1, 2, 3]",2,2,97,79,176,6,5,11,"[15, 16, 17, 18, 19, 20]","[15, 17, 18, 19, 20]","id: 456, experienced: True, age: 42","id: 2, title: Building geometry and metadata"
367,2017-05-03 19:15:44.801740+00:00,"[4, 3, 2, 1]",2,2,113,63,176,6,6,12,"[1, 2, 3, 4, 5, 6]","[1, 2, 3, 4, 5, 6]","id: 358, experienced: True, age: 23","id: 2, title: Building geometry and metadata"
745,2017-05-08 06:26:47.273510+00:00,"[4, 2, 1, 3]",2,1,104,80,184,5,4,9,"[15, 16, 17, 18, 19]","[15, 17, 18, 19]","id: 572, experienced: False, age: 22","id: 2, title: Building geometry and metadata"
409,2017-05-04 05:24:43.611541+00:00,"[4, 2, 1, 3]",2,1,118,67,185,3,6,9,"[10, 12, 14]","[9, 10, 11, 12, 13, 14]","id: 402, experienced: True, age: 39","id: 2, title: Building geometry and metadata"
504,2017-05-05 04:38:00.083884+00:00,"[4, 1, 2, 3]",2,2,102,83,185,6,3,9,"[15, 16, 17, 18, 19, 20]","[15, 16, 20]","id: 450, experienced: True, age: 23","id: 2, title: Building geometry and metadata"
767,2017-05-08 10:14:23.537741+00:00,"[4, 2, 1, 3]",2,1,90,95,185,4,5,9,"[15, 16, 17, 19]","[15, 16, 17, 18, 19]","id: 586, experienced: False, age: 20","id: 2, title: Building geometry and metadata"
585,2017-05-05 10:50:58.739084+00:00,"[4, 2, 3, 1]",2,1,126,60,186,5,3,8,"[1, 2, 3, 5, 6]","[1, 4, 5]","id: 476, experienced: True, age: 46","id: 2, title: Building geometry and metadata"
453,2017-05-04 11:34:19.725524+00:00,"[4, 2, 3, 1]",2,1,121,65,186,5,5,10,"[1, 3, 4, 5, 6]","[1, 2, 3, 4, 5]","id: 425, experienced: False, age: 53","id: 2, title: Building geometry and metadata"
657,2017-05-05 16:34:34.298847+00:00,"[4, 3, 1, 2]",2,3,135,55,190,5,6,11,"[9, 10, 11, 12, 14]","[9, 10, 11, 12, 13, 14]","id: 532, experienced: False, age: 24","id: 2, title: Building geometry and metadata"
600,2017-05-05 11:00:18.399701+00:00,"[4, 2, 3, 1]",2,1,117,73,190,6,5,11,"[1, 2, 3, 4, 5, 6]","[1, 2, 3, 4, 5]","id: 490, experienced: False, age: 50","id: 2, title: Building geometry and metadata"
468,2017-05-04 12:51:48.168913+00:00,"[4, 2, 1, 3]",2,1,93,97,190,6,4,10,"[15, 16, 17, 18, 19, 20]","[16, 17, 18, 19]","id: 430, experienced: False, age: 20","id: 2, title: Building geometry and metadata"
489,2017-05-04 16:10:29.218311+00:00,"[4, 2, 1, 3]",2,1,118,73,191,5,4,9,"[9, 10, 11, 12, 14]","[10, 11, 12, 14]","id: 443, experienced: True, age: 56","id: 2, title: Building geometry and metadata"
261,2017-05-03 11:26:01.143652+00:00,"[4, 1, 2, 3]",2,2,92,100,192,5,4,9,"[15, 16, 17, 19, 20]","[15, 16, 19, 20]","id: 263, experienced: False, age: 24","id: 2, title: Building geometry and metadata"
499,2017-05-04 21:48:11.519363+00:00,"[4, 2, 3, 1]",2,1,76,117,193,6,6,12,"[1, 2, 3, 4, 5, 6]","[1, 2, 3, 4, 5, 6]","id: 448, experienced: True, age: 22","id: 2, title: Building geometry and metadata"
